~ ~ ~ ~ ~ Using Runge-Kutta 4th Order Method ~ ~ ~ ~ ~ 

  Time   :        θ1         /         θ2        /         ω1         /         ω1       
0.715000 : -0.240735760632488 / 0.223957439281856 / 0.165481997967284 / -1.944852297991913 
0.716000 : -0.240570195865934 / 0.222011614233492 / 0.172379588425318 / -1.953235407430114 
0.717000 : -0.240397730058977 / 0.220057401882737 / 0.179279092386592 / -1.961609177811100 
0.718000 : -0.240218361297157 / 0.218094811573321 / 0.186180267290662 / -1.969973359172489 
0.719000 : -0.240032087908695 / 0.216123852899058 / 0.193082865356438 / -1.978327694897571 
0.720000 : -0.239838908469718 / 0.214144535710509 / 0.199986633509415 / -1.986671921606373 
0.721000 : -0.239638821809552 / 0.212156870121747 / 0.206891313308792 / -1.995005769046399 
0.722000 : -0.239431827016096 / 0.210160866517232 / 0.213796640874539 / -2.003328959983120 
0.723000 : -0.239217923441259 / 0.208156535558797 / 0.220702346814447 / -2.011641210090277 
0.724000 : -0.238997110706479 / 0.206143888192744 / 0.227608156151227 / -2.019942227840066 
0.725000 : -0.238769388708305 / 0.204122935657049 / 0.234513788249695 / -2.028231714393278 
0.726000 : -0.238534757624066 / 0.202093689488676 / 0.241418956744126 / -2.036509363489474 
0.727000 : -0.238293217917597 / 0.200056161531001 / 0.248323369465806 / -2.044774861337269 
0.728000 : -0.238044770345049 / 0.198010363941352 / 0.255226728370872 / -2.053027886504811 
0.729000 : -0.237789415960765 / 0.195956309198648 / 0.262128729468484 / -2.061268109810550 
0.730000 : -0.237527156123233 / 0.193894010111151 / 0.269029062749411 / -2.069495194214370 
0.731000 : -0.237257992501103 / 0.191823479824338 / 0.275927412115096 / -2.077708794709203 
0.732000 : -0.236981927079282 / 0.189744731828860 / 0.282823455307267 / -2.085908558213203 
0.733000 : -0.236698962165098 / 0.187657779968629 / 0.289716863838185 / -2.094094123462598 
0.734000 : -0.236409100394530 / 0.185562638449002 / 0.296607302921594 / -2.102265120905314 
0.735000 : -0.236112344738510 / 0.183459321845071 / 0.303494431404466 / -2.110421172595501 
0.736000 : -0.235808698509295 / 0.181347845110065 / 0.310377901699615 / -2.118561892089051 
0.737000 : -0.235498165366902 / 0.179228223583848 / 0.317257359719283 / -2.126686884340254 
0.738000 : -0.235180749325613 / 0.177100473001529 / 0.324132444809772 / -2.134795745599703 
0.739000 : -0.234856454760545 / 0.174964609502168 / 0.331002789687237 / -2.142888063313573 
0.740000 : -0.234525286414282 / 0.172820649637585 / 0.337868020374715 / -2.150963416024418 
0.741000 : -0.234187249403572 / 0.170668610381270 / 0.344727756140513 / -2.159021373273621 
0.742000 : -0.233842349226085 / 0.168508509137382 / 0.351581609438044 / -2.167061495505626 
0.743000 : -0.233490591767230 / 0.166340363749862 / 0.358429185847224 / -2.175083333974130 
0.744000 : -0.233131983307037 / 0.164164192511616 / 0.365270084017544 / -2.183086430650344 
0.745000 : -0.232766530527084 / 0.161980014173812 / 0.372103895612922 / -2.191070318133521 
0.746000 : -0.232394240517490 / 0.159787847955250 / 0.378930205258468 / -2.199034519563881 
0.747000 : -0.232015120783958 / 0.157587713551828 / 0.385748590489262 / -2.206978548538119 
0.748000 : -0.231629179254866 / 0.155379631146094 / 0.392558621701285 / -2.214901909027649 
0.749000 : -0.231236424288411 / 0.153163621416870 / 0.399359862104631 / -2.222804095299777 
0.750000 : -0.230836864679799 / 0.150939705548962 / 0.406151867679115 / -2.230684591841963 
0.751000 : -0.230430509668477 / 0.148707905242951 / 0.412934187132424 / -2.238542873289375 
0.752000 : -0.230017368945412 / 0.146468242725041 / 0.419706361860950 / -2.246378404355908 
0.753000 : -0.229597452660401 / 0.144220740756993 / 0.426467925913432 / -2.254190639768869 
0.754000 : -0.229170771429429 / 0.141965422646112 / 0.433218405957558 / -2.261979024207524 
0.755000 : -0.228737336342047 / 0.139702312255301 / 0.439957321249680 / -2.269742992245708 
0.756000 : -0.228297158968793 / 0.137431434013174 / 0.446684183607773 / -2.277481968298702 
0.757000 : -0.227850251368627 / 0.135152812924216 / 0.453398497387808 / -2.285195366574589 
0.758000 : -0.227396626096405 / 0.132866474578997 / 0.460099759463682 / -2.292882591030304 
0.759000 : -0.226936296210359 / 0.130572445164429 / 0.466787459210866 / -2.300543035332594 
0.760000 : -0.226469275279601 / 0.128270751474059 / 0.473461078493929 / -2.308176082824103 
0.761000 : -0.225995577391638 / 0.125961420918401 / 0.480120091658108 / -2.315781106494823 
0.762000 : -0.225515217159894 / 0.123644481535293 / 0.486763965525070 / -2.323357468959118 
0.763000 : -0.225028209731239 / 0.121319962000276 / 0.493392159393057 / -2.330904522438571 
0.764000 : -0.224534570793514 / 0.118987891636995 / 0.500004125041553 / -2.338421608750876 
0.765000 : -0.224034316583055 / 0.116648300427606 / 0.506599306740677 / -2.345908059305015 
0.766000 : -0.223527463892206 / 0.114301219023189 / 0.513177141265438 / -2.353363195102957 
0.767000 : -0.223014030076819 / 0.111946678754163 / 0.519737057915054 / -2.360786326748127 
0.768000 : -0.222494033063731 / 0.109584711640689 / 0.526278478537487 / -2.368176754460877 
0.769000 : -0.221967491358219 / 0.107215350403056 / 0.532800817559384 / -2.375533768101210 
0.770000 : -0.221434424051429 / 0.104838628472049 / 0.539303482021593 / -2.382856647198997 
0.771000 : -0.220894850827760 / 0.102454579999285 / 0.545785871620421 / -2.390144660991941 
0.772000 : -0.220348791972216 / 0.100063239867505 / 0.552247378754828 / -2.397397068471526 
0.773000 : -0.219796268377708 / 0.097664643700833 / 0.558687388579716 / -2.404613118437191 
0.774000 : -0.219237301552296 / 0.095258827874968 / 0.565105279065490 / -2.411792049558997 
0.775000 : -0.218671913626383 / 0.092845829527318 / 0.571500421064075 / -2.418933090449004 
0.776000 : -0.218100127359835 / 0.090425686567068 / 0.577872178381544 / -2.426035459741613 
0.777000 : -0.217521966149028 / 0.087998437685156 / 0.584219907857546 / -2.433098366183125 
0.778000 : -0.216937454033822 / 0.085564122364172 / 0.590542959451682 / -2.440121008730724 
0.779000 : -0.216346615704442 / 0.083122780888148 / 0.596840676337017 / -2.447102576661154 
0.780000 : -0.215749476508269 / 0.080674454352246 / 0.603112395000873 / -2.454042249689297 
0.781000 : -0.215146062456527 / 0.078219184672323 / 0.609357445353064 / -2.460939198096884 
0.782000 : -0.214536400230866 / 0.075757014594368 / 0.615575150841748 / -2.467792582871569 
0.783000 : -0.213920517189827 / 0.073287987703803 / 0.621764828577017 / -2.474601555856572 
0.784000 : -0.213298441375182 / 0.070812148434632 / 0.627925789462401 / -2.481365259911107 
0.785000 : -0.212670201518145 / 0.068329542078427 / 0.634057338334402 / -2.488082829081793 
0.786000 : -0.212035827045439 / 0.065840214793146 / 0.640158774110219 / -2.494753388785254 
0.787000 : -0.211395348085222 / 0.063344213611771 / 0.646229389943770 / -2.501376056002077 
0.788000 : -0.210748795472851 / 0.060841586450740 / 0.652268473390149 / -2.507949939482328 
0.789000 : -0.210096200756486 / 0.058332382118192 / 0.658275306578629 / -2.514474139962775 
0.790000 : -0.209437596202514 / 0.055816650321976 / 0.664249166394316 / -2.520947750395992 
0.791000 : -0.208773014800800 / 0.053294441677441 / 0.670189324668558 / -2.527369856191472 
0.792000 : -0.208102490269743 / 0.050765807714988 / 0.676095048378195 / -2.533739535468908 
0.793000 : -0.207426057061130 / 0.048230800887356 / 0.681965599853733 / -2.540055859323734 
0.794000 : -0.206743750364787 / 0.045689474576654 / 0.687800236996510 / -2.546317892105065 
0.795000 : -0.206055606113010 / 0.043141883101111 / 0.693598213504923 / -2.552524691706105 
0.796000 : -0.205361660984770 / 0.040588081721532 / 0.699358779109747 / -2.558675309867109 
0.797000 : -0.204661952409682 / 0.038028126647457 / 0.705081179818601 / -2.564768792490968 
0.798000 : -0.203956518571730 / 0.035462075043001 / 0.710764658169574 / -2.570804179971454 
0.799000 : -0.203245398412741 / 0.032889985032366 / 0.716408453494030 / -2.576780507534156 
0.800000 : -0.202528631635589 / 0.030311915705007 / 0.722011802188582 / -2.582696805590112 
0.801000 : -0.201806258707134 / 0.027727927120457 / 0.727573937996226 / -2.588552100102135 
0.802000 : -0.201078320860876 / 0.025138080312771 / 0.733094092296601 / -2.594345412963797 
0.803000 : -0.200344860099321 / 0.022542437294602 / 0.738571494405327 / -2.600075762391022 
0.804000 : -0.199605919196042 / 0.019941061060876 / 0.744005371882370 / -2.605742163326211 
0.805000 : -0.198861541697442 / 0.017334015592069 / 0.749394950849337 / -2.611343627854819 
0.806000 : -0.198111771924187 / 0.014721365857067 / 0.754739456315629 / -2.616879165634254 
0.807000 : -0.197356654972322 / 0.012103177815595 / 0.760038112513327 / -2.622347784334956 
0.808000 : -0.196596236714047 / 0.009479518420200 / 0.765290143240685 / -2.627748490093508 
0.809000 : -0.195830563798155 / 0.006850455617794 / 0.770494772214085 / -2.633080287977571 
0.810000 : -0.195059683650107 / 0.004216058350716 / 0.775651223428288 / -2.638342182462447 
0.811000 : -0.194283644471759 / 0.001576396557329 / 0.780758721524807 / -2.643533177919012 
0.812000 : -0.193502495240715 / -0.001068458827878 / 0.785816492168176 / -2.648652279112776 
0.813000 : -0.192716285709298 / -0.003718435874683 / 0.790823762429926 / -2.653698491713753 
0.814000 : -0.191925066403150 / -0.006373461658036 / 0.795779761180002 / -2.658670822816852 
0.815000 : -0.191128888619426 / -0.009033462259487 / 0.800683719485378 / -2.663568281472416 
0.816000 : -0.190327804424601 / -0.011698362769139 / 0.805534871015577 / -2.668389879226558 
0.817000 : -0.189521866651860 / -0.014368087288148 / 0.810332452454806 / -2.673134630670883 
0.818000 : -0.188711128898090 / -0.017042558931768 / 0.815075703920395 / -2.677801554001180 
0.819000 : -0.187895645520438 / -0.019721699832958 / 0.819763869387176 / -2.682389671584617 
0.820000 : -0.187075471632454 / -0.022405431146555 / 0.824396197117477 / -2.686898010534976 
0.821000 : -0.186250663099805 / -0.025093673054024 / 0.828971940096329 / -2.691325603295404 
0.822000 : -0.185421276535542 / -0.027786344768787 / 0.833490356471504 / -2.695671488228160 
0.823000 : -0.184587369294942 / -0.030483364542150 / 0.837950709997961 / -2.699934710210792 
0.824000 : -0.183748999469896 / -0.033184649669818 / 0.842352270486277 / -2.704114321238155 
0.825000 : -0.182906225882847 / -0.035890116499015 / 0.846694314254594 / -2.708209381029669 
0.826000 : -0.182059108080284 / -0.038599680436216 / 0.850976124583638 / -2.712218957641171 
0.827000 : -0.181207706325774 / -0.041313255955486 / 0.855196992174297 / -2.716142128080714 
0.828000 : -0.180352081592535 / -0.044030756607434 / 0.859356215607274 / -2.719977978927615 
0.829000 : -0.179492295555558 / -0.046752095028794 / 0.863453101804291 / -2.723725606954062 
0.830000 : -0.178628410583258 / -0.049477182952619 / 0.867486966490307 / -2.727384119748548 
0.831000 : -0.177760489728667 / -0.052205931219106 / 0.871457134656202 / -2.730952636340384 
0.832000 : -0.176888596720164 / -0.054938249787037 / 0.875362941021377 / -2.734430287824530 
0.833000 : -0.176012795951742 / -0.057674047745857 / 0.879203730495675 / -2.737816217985964 
0.834000 : -0.175133152472811 / -0.060413233328369 / 0.882978858640055 / -2.741109583922780 
0.835000 : -0.174249731977541 / -0.063155713924050 / 0.886687692125419 / -2.744309556667213 
0.836000 : -0.173362600793752 / -0.065901396092995 / 0.890329609188976 / -2.747415321803757 
0.837000 : -0.172471825871333 / -0.068650185580476 / 0.893904000087544 / -2.750426080083541 
0.838000 : -0.171577474770224 / -0.071401987332119 / 0.897410267547156 / -2.753341048034106 
0.839000 : -0.170679615647937 / -0.074156705509682 / 0.900847827208355 / -2.756159458563739 
0.840000 : -0.169778317246636 / -0.076914243507450 / 0.904216108066536 / -2.758880561559491 
0.841000 : -0.168873648879775 / -0.079674503969218 / 0.907514552906704 / -2.761503624478002 
0.842000 : -0.167965680418302 / -0.082437388805874 / 0.910742618732019 / -2.764027932928291 
0.843000 : -0.167054482276432 / -0.085202799213555 / 0.913899777185485 / -2.766452791245600 
0.844000 : -0.166140125397003 / -0.087970635692387 / 0.916985514964140 / -2.768777523055449 
0.845000 : -0.165222681236413 / -0.090740798065783 / 0.919999334225138 / -2.771001471827030 
0.846000 : -0.164302221749149 / -0.093513185500295 / 0.922940752983070 / -2.773124001415068 
0.847000 : -0.163378819371927 / -0.096287696526013 / 0.925809305497918 / -2.775144496589301 
0.848000 : -0.162452547007437 / -0.099064229057491 / 0.928604542653018 / -2.777062363550734 
0.849000 : -0.161523478007706 / -0.101842680415182 / 0.931326032322436 / -2.778877030433839 
0.850000 : -0.160591686157108 / -0.104622947347393 / 0.933973359727149 / -2.780587947793871 
0.851000 : -0.159657245655000 / -0.107404926052708 / 0.936546127779461 / -2.782194589078507 
0.852000 : -0.158720231098026 / -0.110188512202897 / 0.939043957415073 / -2.783696451083022 
0.853000 : -0.157780717462086 / -0.112973600966270 / 0.941466487912259 / -2.785093054388231 
0.854000 : -0.156838780083979 / -0.115760087031484 / 0.943813377197615 / -2.786383943780473 
0.855000 : -0.155894494642752 / -0.118547864631750 / 0.946084302137846 / -2.787568688652901 
0.856000 : -0.154947937140743 / -0.121336827569458 / 0.948278958817106 / -2.788646883387402 
0.857000 : -0.153999183884360 / -0.124126869241178 / 0.950397062799407 / -2.789618147716481 
0.858000 : -0.153048311464590 / -0.126917882663021 / 0.952438349375642 / -2.790482127064476 
0.859000 : -0.152095396737260 / -0.129709760496345 / 0.954402573794783 / -2.791238492867519 
0.860000 : -0.151140516803072 / -0.132502395073782 / 0.956289511478856 / -2.791886942871658 
0.861000 : -0.150183748987416 / -0.135295678425556 / 0.958098958221304 / -2.792427201408629 
0.862000 : -0.149225170819992 / -0.138089502306086 / 0.959830730368387 / -2.792859019648782 
0.863000 : -0.148264860014247 / -0.140883758220838 / 0.961484664983296 / -2.793182175830708 
0.864000 : -0.147302894446644 / -0.143678337453403 / 0.963060619992675 / -2.793396475467156 
0.865000 : -0.146339352135791 / -0.146473131092790 / 0.964558474315300 / -2.793501751526864 
0.866000 : -0.145374311221438 / -0.149268030060893 / 0.965978127972660 / -2.793497864591990 
0.867000 : -0.144407849943365 / -0.152062925140117 / 0.967319502181255 / -2.793384702990846 
0.868000 : -0.143440046620173 / -0.154857707001140 / 0.968582539426431 / -2.793162182905690 
0.869000 : -0.142470979628006 / -0.157652266230780 / 0.969767203517612 / -2.792830248455408 
0.870000 : -0.141500727379218 / -0.160446493359948 / 0.970873479624830 / -2.792388871752897 
0.871000 : -0.140529368301001 / -0.163240278891651 / 0.971901374296479 / -2.791838052937081 
0.872000 : -0.139556980813993 / -0.166033513329037 / 0.972850915458250 / -2.791177820179487 
0.873000 : -0.138583643310895 / -0.168826087203439 / 0.973722152393255 / -2.790408229665363 
0.874000 : -0.137609434135098 / -0.171617891102404 / 0.974515155703362 / -2.789529365549400 
0.875000 : -0.136634431559357 / -0.174408815697674 / 0.975230017251807 / -2.788541339886110 
0.876000 : -0.135658713764517 / -0.177198751773103 / 0.975866850087183 / -2.787444292535019 
0.877000 : -0.134682358818320 / -0.179987590252475 / 0.976425788348938 / -2.786238391040821 
0.878000 : -0.133705444654298 / -0.182775222227200 / 0.976906987154541 / -2.784923830488745 
0.879000 : -0.132728049050792 / -0.185561538983874 / 0.977310622468523 / -2.783500833335369 
0.880000 : -0.131750249610086 / -0.188346432031659 / 0.977636890953614 / -2.781969649215218 
0.881000 : -0.130772123737707 / -0.191129793129476 / 0.977886009804240 / -2.780330554723478 
0.882000 : -0.129793748621876 / -0.193911514312981 / 0.978058216562668 / -2.778583853175231 
0.883000 : -0.128815201213155 / -0.196691487921296 / 0.978153768918126 / -2.776729874341639 
0.884000 : -0.127836558204286 / -0.199469606623479 / 0.978172944489240 / -2.774768974163562 
0.885000 : -0.126857896010255 / -0.202245763444707 / 0.978116040590170 / -2.772701534443104 
0.886000 : -0.125879290748584 / -0.205019851792150 / 0.977983373980844 / -2.770527962513658 
0.887000 : -0.124900818219878 / -0.207791765480515 / 0.977775280601721 / -2.768248690889015 
0.888000 : -0.123922553888633 / -0.210561398757239 / 0.977492115293545 / -2.765864176892159 
0.889000 : -0.122944572864326 / -0.213328646327312 / 0.977134251502543 / -2.763374902264403 
0.890000 : -0.121966949882801 / -0.216093403377706 / 0.976702080971591 / -2.760781372755534 
0.891000 : -0.120989759287964 / -0.218855565601393 / 0.976196013417846 / -2.758084117695676 
0.892000 : -0.120013075013800 / -0.221615029220943 / 0.975616476197388 / -2.755283689549599 
0.893000 : -0.119036970566721 / -0.224371691011666 / 0.974963913957428 / -2.752380663454236 
0.894000 : -0.118061519008272 / -0.227125448324297 / 0.974238788276642 / -2.749375636740170 
0.895000 : -0.117086792938188 / -0.229876199107199 / 0.973441577294223 / -2.746269228437897 
0.896000 : -0.116112864477824 / -0.232623841928077 / 0.972572775328238 / -2.743062078769673 
0.897000 : -0.115139805253972 / -0.235368275995178 / 0.971632892483907 / -2.739754848627767 
0.898000 : -0.114167686383062 / -0.238109401177970 / 0.970622454252408 / -2.736348219039972 
0.899000 : -0.113196578455772 / -0.240847118027291 / 0.969542001100843 / -2.732842890623209 
0.900000 : -0.112226551522040 / -0.243581327794947 / 0.968392088053981 / -2.729239583026097 
0.901000 : -0.111257675076503 / -0.246311932452752 / 0.967173284268436 / -2.725539034361338 
0.902000 : -0.110290018044357 / -0.249038834711001 / 0.965886172599883 / -2.721742000628809 
0.903000 : -0.109323648767649 / -0.251761938036367 / 0.964531349163994 / -2.717849255130207 
0.904000 : -0.108358634992015 / -0.254481146669213 / 0.963109422891691 / -2.713861587876137 
0.905000 : -0.107395043853854 / -0.257196365640306 / 0.961621015079387 / -2.709779804986508 
0.906000 : -0.106432941867956 / -0.259907500786938 / 0.960066758934834 / -2.705604728085099 
0.907000 : -0.105472394915591 / -0.262614458768434 / 0.958447299119216 / -2.701337193689155 
0.908000 : -0.104513468233041 / -0.265317147081055 / 0.956763291286104 / -2.696978052594872 
0.909000 : -0.103556226400609 / -0.268015474072285 / 0.955015401617907 / -2.692528169259606 
0.910000 : -0.102600733332081 / -0.270709348954496 / 0.953204306360416 / -2.687988421181645 
0.911000 : -0.101647052264660 / -0.273398681817999 / 0.951330691356051 / -2.683359698278355 
0.912000 : -0.100695245749364 / -0.276083383643465 / 0.949395251576402 / -2.678642902263509 
0.913000 : -0.099745375641890 / -0.278763366313731 / 0.947398690654637 / -2.673838946024593 
0.914000 : -0.098797503093950 / -0.281438542624980 / 0.945341720418360 / -2.668948753000844 
0.915000 : -0.097851688545076 / -0.284108826297293 / 0.943225060423453 / -2.663973256562800 
0.916000 : -0.096907991714878 / -0.286774131984591 / 0.941049437489462 / -2.658913399394063 
0.917000 : -0.095966471595789 / -0.289434375283948 / 0.938815585237038 / -2.653770132876014 
0.918000 : -0.095027186446251 / -0.292089472744296 / 0.936524243627952 / -2.648544416476164 
0.919000 : -0.094090193784375 / -0.294739341874515 / 0.934176158508167 / -2.643237217140795 
0.920000 : -0.093155550382053 / -0.297383901150914 / 0.931772081154453 / -2.637849508692556 
0.921000 : -0.092223312259524 / -0.300023070024112 / 0.929312767824995 / -2.632382271233620 
0.922000 : -0.091293534680391 / -0.302656768925322 / 0.926798979314437 / -2.626836490555006 
0.923000 : -0.090366272147081 / -0.305284919272037 / 0.924231480513786 / -2.621213157552624 
0.924000 : -0.089441578396750 / -0.307907443473147 / 0.921611039975576 / -2.615513267650602 
0.925000 : -0.088519506397614 / -0.310524264933459 / 0.918938429484664 / -2.609737820232395 
0.926000 : -0.087600108345720 / -0.313135308057667 / 0.916214423635048 / -2.603887818080180 
0.927000 : -0.086683435662133 / -0.315740498253746 / 0.913439799413026 / -2.597964266822995 
0.928000 : -0.085769538990542 / -0.318339761935804 / 0.910615335787027 / -2.591968174394049 
0.929000 : -0.084858468195280 / -0.320933026526388 / 0.907741813304430 / -2.585900550497638 
0.930000 : -0.083950272359741 / -0.323520220458252 / 0.904820013695637 / -2.579762406086007 
0.931000 : -0.083044999785197 / -0.326101273175609 / 0.901850719485682 / -2.573554752846563 
0.932000 : -0.082142697990006 / -0.328676115134865 / 0.898834713613608 / -2.567278602699717 
0.933000 : -0.081243413709192 / -0.331244677804853 / 0.895772779059847 / -2.560934967307697 
0.934000 : -0.080347192894410 / -0.333806893666574 / 0.892665698481808 / -2.554524857594576 
0.935000 : -0.079454080714264 / -0.336362696212458 / 0.889514253857852 / -2.548049283277788 
0.936000 : -0.078564121554990 / -0.338912019945158 / 0.886319226139834 / -2.541509252411330 
0.937000 : -0.077677359021480 / -0.341454800375886 / 0.883081394914361 / -2.534905770940874 
0.938000 : -0.076793835938651 / -0.343990974022303 / 0.879801538072886 / -2.528239842270939 
0.939000 : -0.075913594353139 / -0.346520478405973 / 0.876480431490768 / -2.521512466844284 
0.940000 : -0.075036675535316 / -0.349043252049408 / 0.873118848715390 / -2.514724641733646 
0.941000 : -0.074163119981620 / -0.351559234472688 / 0.869717560663406 / -2.507877360245918 
0.942000 : -0.073292967417187 / -0.354068366189698 / 0.866277335327199 / -2.500971611538858 
0.943000 : -0.072426256798777 / -0.356570588703976 / 0.862798937490582 / -2.494008380250375 
0.944000 : -0.071563026317982 / -0.359065844504188 / 0.859283128453781 / -2.486988646140439 
0.945000 : -0.070703313404714 / -0.361554077059254 / 0.855730665767722 / -2.479913383745625 
0.946000 : -0.069847154730956 / -0.364035230813113 / 0.852142302977618 / -2.472783562046292 
0.947000 : -0.068994586214768 / -0.366509251179174 / 0.848518789375851 / -2.465600144146374 
0.948000 : -0.068145643024542 / -0.368976084534429 / 0.844860869764124 / -2.458364086965748 
0.949000 : -0.067300359583498 / -0.371435678213268 / 0.841169284224848 / -2.451076340945110 
0.950000 : -0.066458769574401 / -0.373887980500998 / 0.837444767901711 / -2.443737849763306 
0.951000 : -0.065620905944506 / -0.376332940627078 / 0.833688050789380 / -2.436349550067015 
0.952000 : -0.064786800910708 / -0.378770508758080 / 0.829899857532256 / -2.428912371212681 
0.953000 : -0.063956485964896 / -0.381200635990398 / 0.826080907232204 / -2.421427235020588 
0.954000 : -0.063129991879496 / -0.383623274342708 / 0.822231913265168 / -2.413895055540936 
0.955000 : -0.062307348713201 / -0.386038376748193 / 0.818353583106577 / -2.406316738831783 
0.956000 : -0.061488585816877 / -0.388445897046547 / 0.814446618165419 / -2.398693182748698 
0.957000 : -0.060673731839627 / -0.390845789975770 / 0.810511713626886 / -2.391025276745954 
0.958000 : -0.059862814735024 / -0.393238011163758 / 0.806549558303448 / -2.383313901689099 
0.959000 : -0.059055861767483 / -0.395622517119716 / 0.802560834494243 / -2.375559929678706 
0.960000 : -0.058252899518778 / -0.397999265225385 / 0.798546217852625 / -2.367764223885120 
0.961000 : -0.057453953894692 / -0.400368213726108 / 0.794506377261754 / -2.359927638394000 
0.962000 : -0.056659050131791 / -0.402729321721741 / 0.790441974718051 / -2.352051018062438 
0.963000 : -0.055868212804312 / -0.405082549157419 / 0.786353665222386 / -2.344135198385464 
0.964000 : -0.055081465831166 / -0.407427856814191 / 0.782242096678833 / -2.336181005372692 
0.965000 : -0.054298832483032 / -0.409765206299527 / 0.778107909800832 / -2.328189255434892 
0.966000 : -0.053520335389559 / -0.412094560037718 / 0.773951738024590 / -2.320160755280273 
0.967000 : -0.052745996546642 / -0.414415881260166 / 0.769774207429560 / -2.312096301820214 
0.968000 : -0.051975837323781 / -0.416729133995583 / 0.765575936665821 / -2.303996682084235 
0.969000 : -0.051209878471519 / -0.419034283060104 / 0.761357536888192 / -2.295862673143954 
0.970000 : -0.050448140128937 / -0.421331294047324 / 0.757119611696899 / -2.287695042045788 
0.971000 : -0.049690641831216 / -0.423620133318268 / 0.752862757084624 / -2.279494545752165 
0.972000 : -0.048937402517245 / -0.425900767991304 / 0.748587561389762 / -2.271261931090988 
0.973000 : -0.048188440537278 / -0.428173165931999 / 0.744294605255698 / -2.262997934713123 
0.974000 : -0.047443773660640 / -0.430437295742940 / 0.739984461595937 / -2.254703283057652 
0.975000 : -0.046703419083452 / -0.432693126753517 / 0.735657695564908 / -2.246378692324649 
0.976000 : -0.045967393436399 / -0.434940629009678 / 0.731314864534253 / -2.238024868455242 
0.977000 : -0.045235712792516 / -0.437179773263665 / 0.726956518074440 / -2.229642507118704 
0.978000 : -0.044508392674993 / -0.439410530963737 / 0.722583197941511 / -2.221232293706349 
0.979000 : -0.043785448064992 / -0.441632874243888 / 0.718195438068799 / -2.212794903331970 
0.980000 : -0.043066893409475 / -0.443846775913563 / 0.713793764563433 / -2.204331000838599 
0.981000 : -0.042352742629034 / -0.446052209447382 / 0.709378695707458 / -2.195841240811342 
0.982000 : -0.041643009125719 / -0.448249148974879 / 0.704950741963412 / -2.187326267596064 
0.983000 : -0.040937705790863 / -0.450437569270255 / 0.700510405984174 / -2.178786715323676 
0.984000 : -0.040236845012895 / -0.452617445742158 / 0.696058182626925 / -2.170223207939821 
0.985000 : -0.039540438685138 / -0.454788754423496 / 0.691594558971059 / -2.161636359239709 
0.986000 : -0.038848498213593 / -0.456951471961278 / 0.687120014339876 / -2.153026772907893 
0.987000 : -0.038161034524698 / -0.459105575606500 / 0.682635020325907 / -2.144395042562771 
0.988000 : -0.037478058073060 / -0.461251043204072 / 0.678140040819695 / -2.135741751805586 
0.989000 : -0.036799578849169 / -0.463387853182800 / 0.673635532041907 / -2.127067474273732 
0.990000 : -0.036125606387060 / -0.465515984545411 / 0.669121942578595 / -2.118372773698136 
0.991000 : -0.035456149771962 / -0.467635416858646 / 0.664599713419479 / -2.109658203964545 
0.992000 : -0.034791217647892 / -0.469746130243410 / 0.660069277999094 / -2.100924309178486 
0.993000 : -0.034130818225214 / -0.471848105364985 / 0.655531062240672 / -2.092171623733737 
0.994000 : -0.033474959288160 / -0.473941323423313 / 0.650985484602603 / -2.083400672384100 
0.995000 : -0.032823648202291 / -0.476025766143353 / 0.646432956127351 / -2.074611970318290 
0.996000 : -0.032176891921919 / -0.478101415765512 / 0.641873880492691 / -2.065806023237785 
0.997000 : -0.031534696997481 / -0.480168255036148 / 0.637308654065133 / -2.056983327437425 
0.998000 : -0.030897069582844 / -0.482226267198166 / 0.632737665955407 / -2.048144369888622 
0.999000 : -0.030264015442573 / -0.484275435981682 / 0.628161298075898 / -2.039289628324992 
1.000000 : -0.029635539959128 / -0.486315745594788 / 0.623579925199889 / -2.030419571330268
