~ ~ ~ ~ ~ Using Runge-Kutta 4th Order Method ~ ~ ~ ~ ~ 

  Time   :        θ1         /         θ2        /         ω1         /         ω1       
0.033000 : 0.495977867831501 / 0.003537397665229 / -0.251248979234060 / 0.221091722948521 
0.034000 : 0.495726493185892 / 0.003758599970896 / -0.258861032446933 / 0.227805225072617 
0.035000 : 0.495467502679775 / 0.003986519136559 / -0.266472879768005 / 0.234519885648184 
0.036000 : 0.495200896519143 / 0.004221156321246 / -0.274084507100854 / 0.241235727585388 
0.037000 : 0.494926674924097 / 0.004462512706911 / -0.281695899729234 / 0.247952772776565 
0.038000 : 0.494644838129457 / 0.004710589497410 / -0.289307042296335 / 0.254671042062837 
0.039000 : 0.494355386385409 / 0.004965387917450 / -0.296917918783834 / 0.261390555200427 
0.040000 : 0.494058319958167 / 0.005226909211504 / -0.304528512490709 / 0.268111330826675 
0.041000 : 0.493753639130653 / 0.005495154642692 / -0.312138806011833 / 0.274833386425727 
0.042000 : 0.493441344203202 / 0.005770125491628 / -0.319748781216328 / 0.281556738293911 
0.043000 : 0.493121435494290 / 0.006051823055229 / -0.327358419225677 / 0.288281401504781 
0.044000 : 0.492793913341282 / 0.006340248645493 / -0.334967700391590 / 0.295007389873813 
0.045000 : 0.492458778101198 / 0.006635403588242 / -0.342576604273611 / 0.301734715922763 
0.046000 : 0.492116030151512 / 0.006937289221825 / -0.350185109616472 / 0.308463390843668 
0.047000 : 0.491765669890962 / 0.007245906895787 / -0.357793194327178 / 0.315193424462479 
0.048000 : 0.491407697740390 / 0.007561257969507 / -0.365400835451823 / 0.321924825202326 
0.049000 : 0.491042114143605 / 0.007883343810790 / -0.373008009152121 / 0.328657600046405 
0.050000 : 0.490668919568265 / 0.008212165794426 / -0.380614690681667 / 0.335391754500476 
0.051000 : 0.490288114506787 / 0.008547725300717 / -0.388220854361901 / 0.342127292554967 
0.052000 : 0.489899699477278 / 0.008890023713953 / -0.395826473557778 / 0.348864216646676 
0.053000 : 0.489503675024496 / 0.009239062420867 / -0.403431520653146 / 0.355602527620060 
0.054000 : 0.489100041720827 / 0.009594842809033 / -0.411035967025809 / 0.362342224688118 
0.055000 : 0.488688800167294 / 0.009957366265239 / -0.418639783022289 / 0.369083305392834 
0.056000 : 0.488269950994590 / 0.010326634173813 / -0.426242937932267 / 0.375825765565199 
0.057000 : 0.487843494864130 / 0.010702647914915 / -0.433845399962703 / 0.382569599284792 
0.058000 : 0.487409432469142 / 0.011085408862777 / -0.441447136211639 / 0.389314798838913 
0.059000 : 0.486967764535769 / 0.011474918383917 / -0.449048112641657 / 0.396061354681267 
0.060000 : 0.486518491824211 / 0.011871177835302 / -0.456648294053015 / 0.402809255390186 
0.061000 : 0.486061615129884 / 0.012274188562472 / -0.464247644056432 / 0.409558487626386 
0.062000 : 0.485597135284612 / 0.012683951897619 / -0.471846125045538 / 0.416309036090249 
0.063000 : 0.485125053157843 / 0.013100469157629 / -0.479443698168961 / 0.423060883478636 
0.064000 : 0.484645369657898 / 0.013523741642078 / -0.487040323302076 / 0.429814010441202 
0.065000 : 0.484158085733240 / 0.013953770631178 / -0.494635959018380 / 0.436568395536232 
0.066000 : 0.483663202373783 / 0.014390557383691 / -0.502230562560514 / 0.443324015185973 
0.067000 : 0.483160720612215 / 0.014834103134790 / -0.509824089810917 / 0.450080843631469 
0.068000 : 0.482650641525367 / 0.015284409093876 / -0.517416495262103 / 0.456838852886889 
0.069000 : 0.482132966235600 / 0.015741476442348 / -0.525007731986572 / 0.463598012693341 
0.070000 : 0.481607695912224 / 0.016205306331334 / -0.532597751606339 / 0.470358290472169 
0.071000 : 0.481074831772953 / 0.016675899879364 / -0.540186504262077 / 0.477119651277729 
0.072000 : 0.480534375085385 / 0.017153258170007 / -0.547773938581886 / 0.483882057749646 
0.073000 : 0.479986327168516 / 0.017637382249452 / -0.555360001649663 / 0.490645470064527 
0.074000 : 0.479430689394282 / 0.018128273124047 / -0.562944638973090 / 0.497409845887157 
0.075000 : 0.478867463189142 / 0.018625931757779 / -0.570527794451225 / 0.504175140321145 
0.076000 : 0.478296650035682 / 0.019130359069721 / -0.578109410341696 / 0.510941305859042 
0.077000 : 0.477718251474259 / 0.019641555931411 / -0.585689427227503 / 0.517708292331900 
0.078000 : 0.477132269104679 / 0.020159523164195 / -0.593267783983414 / 0.524476046858309 
0.079000 : 0.476538704587901 / 0.020684261536511 / -0.600844417741965 / 0.531244513792862 
0.080000 : 0.475937559647784 / 0.021215771761124 / -0.608419263859054 / 0.538013634674093 
0.081000 : 0.475328836072865 / 0.021754054492307 / -0.615992255879134 / 0.544783348171846 
0.082000 : 0.474712535718167 / 0.022299110322973 / -0.623563325500001 / 0.551553590034113 
0.083000 : 0.474088660507051 / 0.022850939781750 / -0.631132402537177 / 0.558324293033302 
0.084000 : 0.473457212433097 / 0.023409543330008 / -0.638699414887887 / 0.565095386911964 
0.085000 : 0.472818193562025 / 0.023974921358819 / -0.646264288494633 / 0.571866798327973 
0.086000 : 0.472171606033649 / 0.024547074185881 / -0.653826947308365 / 0.578638450799143 
0.087000 : 0.471517452063868 / 0.025126002052370 / -0.661387313251245 / 0.585410264647310 
0.088000 : 0.470855733946702 / 0.025711705119742 / -0.668945306179011 / 0.592182156941865 
0.089000 : 0.470186454056351 / 0.026304183466484 / -0.676500843842947 / 0.598954041442737 
0.090000 : 0.469509614849308 / 0.026903437084798 / -0.684053841851439 / 0.605725828542842 
0.091000 : 0.468825218866498 / 0.027509465877235 / -0.691604213631156 / 0.612497425210001 
0.092000 : 0.468133268735464 / 0.028122269653266 / -0.699151870387819 / 0.619268734928311 
0.093000 : 0.467433767172586 / 0.028741848125799 / -0.706696721066597 / 0.626039657639008 
0.094000 : 0.466726716985347 / 0.029368200907633 / -0.714238672312109 / 0.632810089680794 
0.095000 : 0.466012121074629 / 0.030001327507853 / -0.721777628428043 / 0.639579923729659 
0.096000 : 0.465289982437060 / 0.030641227328168 / -0.729313491336411 / 0.646349048738194 
0.097000 : 0.464560304167396 / 0.031287899659182 / -0.736846160536418 / 0.653117349874402 
0.098000 : 0.463823089460941 / 0.031941343676612 / -0.744375533062983 / 0.659884708460027 
0.099000 : 0.463078341616017 / 0.032601558437434 / -0.751901503444887 / 0.666651001908392 
0.100000 : 0.462326064036473 / 0.033268542875980 / -0.759423963662586 / 0.673416103661779 
0.101000 : 0.461566260234226 / 0.033942295799958 / -0.766942803105667 / 0.680179883128338 
0.102000 : 0.460798933831863 / 0.034622815886419 / -0.774457908529979 / 0.686942205618565 
0.103000 : 0.460024088565270 / 0.035310101677659 / -0.781969164014440 / 0.693702932281330 
0.104000 : 0.459241728286313 / 0.036004151577053 / -0.789476450917519 / 0.700461920039503 
0.105000 : 0.458451856965558 / 0.036704963844825 / -0.796979647833428 / 0.707219021525164 
0.106000 : 0.457654478695037 / 0.037412536593761 / -0.804478630548007 / 0.713974085014434 
0.107000 : 0.456849597691060 / 0.038126867784843 / -0.811973271994339 / 0.720726954361931 
0.108000 : 0.456037218297067 / 0.038847955222833 / -0.819463442208086 / 0.727477468934878 
0.109000 : 0.455217344986527 / 0.039575796551779 / -0.826949008282581 / 0.734225463546875 
0.110000 : 0.454389982365881 / 0.040310389250459 / -0.834429834323669 / 0.740970768391365 
0.111000 : 0.453555135177534 / 0.041051730627761 / -0.841905781404331 / 0.747713208974809 
0.112000 : 0.452712808302886 / 0.041799817817990 / -0.849376707519097 / 0.754452606049590 
0.113000 : 0.451863006765415 / 0.042554647776116 / -0.856842467538260 / 0.761188775546682 
0.114000 : 0.451005735733800 / 0.043316217272947 / -0.864302913161927 / 0.767921528508099 
0.115000 : 0.450141000525095 / 0.044084522890239 / -0.871757892873908 / 0.774650671019157 
0.116000 : 0.449268806607945 / 0.044859561015734 / -0.879207251895468 / 0.781376004140574 
0.117000 : 0.448389159605853 / 0.045641327838138 / -0.886650832138967 / 0.788097323840439 
0.118000 : 0.447502065300486 / 0.046429819342023 / -0.894088472161412 / 0.794814420926081 
0.119000 : 0.446607529635036 / 0.047225031302662 / -0.901520007117928 / 0.801527080975879 
0.120000 : 0.445705558717624 / 0.048026959280800 / -0.908945268715192 / 0.808235084271025 
0.121000 : 0.444796158824745 / 0.048835598617352 / -0.916364085164842 / 0.814938205727303 
0.122000 : 0.443879336404773 / 0.049650944428039 / -0.923776281136895 / 0.821636214826906 
0.123000 : 0.442955098081494 / 0.050472991597947 / -0.931181677713191 / 0.828328875550330 
0.124000 : 0.442023450657706 / 0.051301734776025 / -0.938580092340905 / 0.835015946308390 
0.125000 : 0.441084401118850 / 0.052137168369510 / -0.945971338786145 / 0.841697179874401 
0.126000 : 0.440137956636693 / 0.052979286538293 / -0.953355227087673 / 0.848372323316566 
0.127000 : 0.439184124573060 / 0.053828083189202 / -0.960731563510779 / 0.855041117930615 
0.128000 : 0.438222912483605 / 0.054683551970234 / -0.968100150501348 / 0.861703299172749 
0.129000 : 0.437254328121638 / 0.055545686264709 / -0.975460786640134 / 0.868358596592931 
0.130000 : 0.436278379441987 / 0.056414479185363 / -0.982813266597311 / 0.875006733768579 
0.131000 : 0.435295074604913 / 0.057289923568369 / -0.990157381087304 / 0.881647428238723 
0.132000 : 0.434304421980068 / 0.058172011967300 / -0.997492916823958 / 0.888280391438658 
0.133000 : 0.433306430150495 / 0.059060736647018 / -1.004819656476087 / 0.894905328635178 
0.134000 : 0.432301107916679 / 0.059956089577506 / -1.012137378623426 / 0.901521938862432 
0.135000 : 0.431288464300635 / 0.060858062427629 / -1.019445857713052 / 0.908129914858466 
0.136000 : 0.430268508550043 / 0.061766646558838 / -1.026744864016303 / 0.914728943002524 
0.137000 : 0.429241250142427 / 0.062681833018805 / -1.034034163586240 / 0.921318703253157 
0.138000 : 0.428206698789377 / 0.063603612535001 / -1.041313518215713 / 0.927898869087224 
0.139000 : 0.427164864440807 / 0.064531975508211 / -1.048582685396066 / 0.934469107439843 
0.140000 : 0.426115757289261 / 0.065466912005989 / -1.055841418276530 / 0.941029078645365 
0.141000 : 0.425059387774257 / 0.066408411756051 / -1.063089465624373 / 0.947578436379457 
0.142000 : 0.423995766586674 / 0.067356464139618 / -1.070326571785838 / 0.954116827602346 
0.143000 : 0.422924904673170 / 0.068311058184693 / -1.077552476647938 / 0.960643892503327 
0.144000 : 0.421846813240647 / 0.069272182559290 / -1.084766915601158 / 0.967159264446601 
0.145000 : 0.420761503760748 / 0.070239825564602 / -1.091969619503124 / 0.973662569918522 
0.146000 : 0.419668987974395 / 0.071213975128123 / -1.099160314643300 / 0.980153428476357 
0.147000 : 0.418569277896355 / 0.072194618796714 / -1.106338722708762 / 0.986631452698617 
0.148000 : 0.417462385819849 / 0.073181743729618 / -1.113504560751133 / 0.993096248137076 
0.149000 : 0.416348324321187 / 0.074175336691437 / -1.120657541154712 / 0.999547413270547 
0.150000 : 0.415227106264439 / 0.075175384045047 / -1.127797371605896 / 1.005984539460522 
0.151000 : 0.414098744806134 / 0.076181871744483 / -1.134923755063937 / 1.012407210908764 
0.152000 : 0.412963253399991 / 0.077194785327774 / -1.142036389733102 / 1.018815004616950 
0.153000 : 0.411820645801676 / 0.078214109909738 / -1.149134969036328 / 1.025207490348462 
0.154000 : 0.410670936073585 / 0.079239830174743 / -1.156219181590416 / 1.031584230592435 
0.155000 : 0.409514138589653 / 0.080271930369424 / -1.163288711182850 / 1.037944780530156 
0.156000 : 0.408350268040184 / 0.081310394295379 / -1.170343236750311 / 1.044288688003921 
0.157000 : 0.407179339436710 / 0.082355205301818 / -1.177382432358965 / 1.050615493488462 
0.158000 : 0.406001368116855 / 0.083406346278200 / -1.184405967186593 / 1.056924730065046 
0.159000 : 0.404816369749234 / 0.084463799646828 / -1.191413505506646 / 1.063215923398362 
0.160000 : 0.403624360338357 / 0.085527547355435 / -1.198404706674300 / 1.069488591716309 
0.161000 : 0.402425356229545 / 0.086597570869740 / -1.205379225114594 / 1.075742245792790 
0.162000 : 0.401219374113871 / 0.087673851165991 / -1.212336710312731 / 1.081976388933633 
0.163000 : 0.400006431033096 / 0.088756368723493 / -1.219276806806615 / 1.088190516965768 
0.164000 : 0.398786544384623 / 0.089845103517128 / -1.226199154181721 / 1.094384118229749 
0.165000 : 0.397559731926446 / 0.090940035009860 / -1.233103387068372 / 1.100556673575774 
0.166000 : 0.396326011782116 / 0.092041142145244 / -1.239989135141500 / 1.106707656363298 
0.167000 : 0.395085402445690 / 0.093148403339933 / -1.246856023123001 / 1.112836532464369 
0.168000 : 0.393837922786694 / 0.094261796476183 / -1.253703670786734 / 1.118942760270825 
0.169000 : 0.392583592055069 / 0.095381298894371 / -1.260531692966285 / 1.125025790705442 
0.170000 : 0.391322429886115 / 0.096506887385523 / -1.267339699565552 / 1.131085067237189 
0.171000 : 0.390054456305424 / 0.097638538183855 / -1.274127295572260 / 1.137120025900703 
0.172000 : 0.388779691733796 / 0.098776226959336 / -1.280894081074485 / 1.143130095320097 
0.173000 : 0.387498156992146 / 0.099919928810273 / -1.287639651280263 / 1.149114696737248 
0.174000 : 0.386209873306379 / 0.101069618255926 / -1.294363596540396 / 1.155073244044675 
0.175000 : 0.384914862312260 / 0.102225269229153 / -1.301065502374512 / 1.161005143823132 
0.176000 : 0.383613146060235 / 0.103386855069097 / -1.307744949500490 / 1.166909795384052 
0.177000 : 0.382304747020248 / 0.104554348513912 / -1.314401513867321 / 1.172786590816955 
0.178000 : 0.380989688086502 / 0.105727721693538 / -1.321034766691500 / 1.178634915041943 
0.179000 : 0.379667992582200 / 0.106906946122526 / -1.327644274497024 / 1.184454145867412 
0.180000 : 0.378339684264236 / 0.108091992692924 / -1.334229599159086 / 1.190243654053102 
0.181000 : 0.377004787327850 / 0.109282831667228 / -1.340790297951554 / 1.196002803378591 
0.182000 : 0.375663326411229 / 0.110479432671392 / -1.347325923598296 / 1.201730950717368 
0.183000 : 0.374315326600058 / 0.111681764687923 / -1.353836024328458 / 1.207427446116592 
0.184000 : 0.372960813432022 / 0.112889796049051 / -1.360320143935750 / 1.213091632882651 
0.185000 : 0.371599812901238 / 0.114103494429983 / -1.366777821841833 / 1.218722847672633 
0.186000 : 0.370232351462632 / 0.115322826842250 / -1.373208593163870 / 1.224320420591827 
0.187000 : 0.368858456036246 / 0.116547759627157 / -1.379611988786327 / 1.229883675297335 
0.188000 : 0.367478154011472 / 0.117778258449324 / -1.385987535437078 / 1.235411929107932 
0.189000 : 0.366091473251212 / 0.119014288290350 / -1.392334755767897 / 1.240904493120242 
0.190000 : 0.364698442095952 / 0.120255813442586 / -1.398653168439394 / 1.246360672331341 
0.191000 : 0.363299089367762 / 0.121502797503032 / -1.404942288210456 / 1.251779765767879 
0.192000 : 0.361893444374191 / 0.122755203367365 / -1.411201626032258 / 1.257161066621791 
0.193000 : 0.360481536912087 / 0.124012993224099 / -1.417430689146895 / 1.262503862392705 
0.194000 : 0.359063397271298 / 0.125276128548893 / -1.423628981190685 / 1.267807435037097 
0.195000 : 0.357639056238286 / 0.126544570099002 / -1.429796002302201 / 1.273071061124281 
0.196000 : 0.356208545099624 / 0.127818277907888 / -1.435931249235059 / 1.278294011999290 
0.197000 : 0.354771895645382 / 0.129097211279996 / -1.442034215475516 / 1.283475553952715 
0.198000 : 0.353329140172400 / 0.130381328785691 / -1.448104391364914 / 1.288614948397544 
0.199000 : 0.351880311487428 / 0.131670588256386 / -1.454141264226982 / 1.293711452053062 
0.200000 : 0.350425442910152 / 0.132964946779838 / -1.460144318500045 / 1.298764317135830 
0.201000 : 0.348964568276074 / 0.134264360695647 / -1.466113035874140 / 1.303772791557797 
0.202000 : 0.347497721939269 / 0.135568785590950 / -1.472046895433068 / 1.308736119131548 
0.203000 : 0.346024938774986 / 0.136878176296318 / -1.477945373801380 / 1.313653539782722 
0.204000 : 0.344546254182112 / 0.138192486881868 / -1.483807945296309 / 1.318524289769590 
0.205000 : 0.343061704085479 / 0.139511670653591 / -1.489634082084634 / 1.323347601909801 
0.206000 : 0.341571324938019 / 0.140835680149915 / -1.495423254344478 / 1.328122705814287 
0.207000 : 0.340075153722748 / 0.142164467138492 / -1.501174930432015 / 1.332848828128298 
0.208000 : 0.338573227954593 / 0.143497982613231 / -1.506888577053067 / 1.337525192779543 
0.209000 : 0.337065585682040 / 0.144836176791584 / -1.512563659439554 / 1.342151021233398 
0.210000 : 0.335552265488614 / 0.146178999112075 / -1.518199641530775 / 1.346725532755130 
0.211000 : 0.334033306494166 / 0.147526398232107 / -1.523795986159460 / 1.351247944679066 
0.212000 : 0.332508748355984 / 0.148878322026023 / -1.529352155242539 / 1.355717472684660 
0.213000 : 0.330978631269708 / 0.150234717583453 / -1.534867609976591 / 1.360133331079346 
0.214000 : 0.329442995970051 / 0.151595531207944 / -1.540341811037875 / 1.364494733088109 
0.215000 : 0.327901883731320 / 0.152960708415871 / -1.545774218786884 / 1.368800891149646 
0.216000 : 0.326355336367730 / 0.154330193935657 / -1.551164293477343 / 1.373051017219024 
0.217000 : 0.324803396233514 / 0.155703931707283 / -1.556511495469539 / 1.377244323076682 
0.218000 : 0.323246106222813 / 0.157081864882120 / -1.561815285447899 / 1.381380020643657 
0.219000 : 0.321683509769355 / 0.158463935823061 / -1.567075124642704 / 1.385457322302869 
0.220000 : 0.320115650845906 / 0.159850086104993 / -1.572290475055809 / 1.389475441226298 
0.221000 : 0.318542573963498 / 0.161240256515577 / -1.577460799690266 / 1.393433591707891 
0.222000 : 0.316964324170432 / 0.162634387056377 / -1.582585562783682 / 1.397330989501986 
0.223000 : 0.315380947051037 / 0.164032416944321 / -1.587664230045205 / 1.401166852167075 
0.224000 : 0.313792488724200 / 0.165434284613500 / -1.592696268895955 / 1.404940399414670 
0.225000 : 0.312198995841654 / 0.166839927717330 / -1.597681148712752 / 1.408650853463060 
0.226000 : 0.310600515586020 / 0.168249283131053 / -1.602618341074975 / 1.412297439395705 
0.227000 : 0.308997095668605 / 0.169662286954611 / -1.607507320014365 / 1.415879385524034 
0.228000 : 0.307388784326945 / 0.171078874515866 / -1.612347562267585 / 1.419395923754362 
0.229000 : 0.305775630322105 / 0.172498980374208 / -1.617138547531354 / 1.422846289958664 
0.230000 : 0.304157682935709 / 0.173922538324512 / -1.621879758719928 / 1.426229724348907 
0.231000 : 0.302534991966729 / 0.175349481401487 / -1.626570682224747 / 1.429545471854654 
0.232000 : 0.300907607728000 / 0.176779741884395 / -1.631210808175997 / 1.432792782503611 
0.233000 : 0.299275581042484 / 0.178213251302148 / -1.635799630705881 / 1.435970911804804 
0.234000 : 0.297638963239261 / 0.179649940438797 / -1.640336648213360 / 1.439079121134059 
0.235000 : 0.295997806149266 / 0.181089739339398 / -1.644821363630106 / 1.442116678121419 
0.236000 : 0.294352162100749 / 0.182532577316272 / -1.649253284687448 / 1.445082857040166 
0.237000 : 0.292702083914475 / 0.183978382955648 / -1.653631924184016 / 1.447976939197071 
0.238000 : 0.291047624898654 / 0.185427084124704 / -1.657956800253863 / 1.450798213323498 
0.239000 : 0.289388838843605 / 0.186878607978995 / -1.662227436634756 / 1.453545975966989 
0.240000 : 0.287725780016145 / 0.188332880970268 / -1.666443362936387 / 1.456219531882925 
0.241000 : 0.286058503153717 / 0.189789828854681 / -1.670604114908225 / 1.458818194425871 
0.242000 : 0.284387063458248 / 0.191249376701401 / -1.674709234706701 / 1.461341285940207 
0.243000 : 0.282711516589736 / 0.192711448901602 / -1.678758271161463 / 1.463788138149609 
0.244000 : 0.281031918659575 / 0.194175969177846 / -1.682750780040398 / 1.466158092544987 
0.245000 : 0.279348326223616 / 0.195642860593858 / -1.686686324313113 / 1.468450500770442 
0.246000 : 0.277660796274957 / 0.197112045564682 / -1.690564474412595 / 1.470664725006805 
0.247000 : 0.275969386236476 / 0.198583445867223 / -1.694384808494733 / 1.472800138352347 
0.248000 : 0.274274153953109 / 0.200056982651173 / -1.698146912695406 / 1.474856125200204 
0.249000 : 0.272575157683862 / 0.201532576450306 / -1.701850381384819 / 1.476832081612086 
0.250000 : 0.270872456093573 / 0.203010147194160 / -1.705494817418794 / 1.478727415687833 
0.251000 : 0.269166108244426 / 0.204489614220071 / -1.709079832386708 / 1.480541547930366 
0.252000 : 0.267456173587205 / 0.205970896285594 / -1.712605046855748 / 1.482273911605604 
0.253000 : 0.265742711952320 / 0.207453911581263 / -1.716070090611215 / 1.483923953096902 
0.254000 : 0.264025783540581 / 0.208938577743719 / -1.719474602892537 / 1.485491132253566 
0.255000 : 0.262305448913736 / 0.210424811869183 / -1.722818232624703 / 1.486974922733021 
0.256000 : 0.260581768984787 / 0.211912530527268 / -1.726100638644829 / 1.488374812336183 
0.257000 : 0.258854805008067 / 0.213401649775135 / -1.729321489923532 / 1.489690303335629 
0.258000 : 0.257124618569106 / 0.214892085171966 / -1.732480465780841 / 1.490920912796116 
0.259000 : 0.255391271574274 / 0.216383751793767 / -1.735577256096354 / 1.492066172887056 
0.260000 : 0.253654826240214 / 0.217876564248481 / -1.738611561513347 / 1.493125631186527 
0.261000 : 0.251915345083079 / 0.219370436691399 / -1.741583093636564 / 1.494098850976410 
0.262000 : 0.250172890907559 / 0.220865282840880 / -1.744491575223422 / 1.494985411528280 
0.263000 : 0.248427526795727 / 0.222361015994341 / -1.747336740368353 / 1.495784908379649 
0.264000 : 0.246679316095693 / 0.223857549044534 / -1.750118334680049 / 1.496496953600197 
0.265000 : 0.244928322410086 / 0.225354794496090 / -1.752836115451329 / 1.497121176047632 
0.266000 : 0.243174609584365 / 0.226852664482308 / -1.755489851821427 / 1.497657221612821 
0.267000 : 0.241418241694962 / 0.228351070782204 / -1.758079324930436 / 1.498104753453867 
0.268000 : 0.239659283037283 / 0.229849924837781 / -1.760604328065711 / 1.498463452218809 
0.269000 : 0.237897798113546 / 0.231349137771532 / -1.763064666800010 / 1.498733016256622 
0.270000 : 0.236133851620495 / 0.232848620404148 / -1.765460159121180 / 1.498913161816252 
0.271000 : 0.234367508436977 / 0.234348283272426 / -1.767790635553189 / 1.499003623233382 
0.272000 : 0.232598833611401 / 0.235848036647368 / -1.770055939268349 / 1.499004153104694 
0.273000 : 0.230827892349080 / 0.237347790552446 / -1.772255926190546 / 1.498914522449369 
0.274000 : 0.229054749999476 / 0.238847454782038 / -1.774390465089331 / 1.498734520857602 
0.275000 : 0.227279472043349 / 0.240346938920007 / -1.776459437664747 / 1.498463956625939 
0.276000 : 0.225502124079815 / 0.241846152358418 / -1.778462738622747 / 1.498102656879234 
0.277000 : 0.223722771813338 / 0.243345004316372 / -1.780400275741114 / 1.497650467679063 
0.278000 : 0.221941481040651 / 0.244843403858956 / -1.782271969925763 / 1.497107254118458 
0.279000 : 0.220158317637621 / 0.246341259916281 / -1.784077755257361 / 1.496472900402816 
0.280000 : 0.218373347546065 / 0.247838481302609 / -1.785817579028191 / 1.495747309916885 
0.281000 : 0.216586636760537 / 0.249334976735534 / -1.787491401769201 / 1.494930405277748 
0.282000 : 0.214798251315077 / 0.250830654855232 / -1.789099197267202 / 1.494022128373716 
0.283000 : 0.213008257269954 / 0.252325424243736 / -1.790640952572197 / 1.493022440389120 
0.284000 : 0.211216720698390 / 0.253819193444244 / -1.792116667994820 / 1.491931321814938 
0.285000 : 0.209423707673301 / 0.255311870980438 / -1.793526357093902 / 1.490748772445295 
0.286000 : 0.207629284254033 / 0.256803365375789 / -1.794870046654173 / 1.489474811359821 
0.287000 : 0.205833516473135 / 0.258293585172863 / -1.796147776654144 / 1.488109476891930 
0.288000 : 0.204036470323160 / 0.259782438952573 / -1.797359600224215 / 1.486652826583070 
0.289000 : 0.202238211743501 / 0.261269835353407 / -1.798505583595073 / 1.485104937123028 
0.290000 : 0.200438806607288 / 0.262755683090578 / -1.799585806036456 / 1.483465904276393 
0.291000 : 0.198638320708343 / 0.264239890975113 / -1.800600359786390 / 1.481735842795299 
0.292000 : 0.196836819748201 / 0.265722367932847 / -1.801549349970977 / 1.479914886318597 
0.293000 : 0.195034369323222 / 0.267203023023323 / -1.802432894514893 / 1.478003187257600 
0.294000 : 0.193231034911779 / 0.268681765458570 / -1.803251124042690 / 1.476000916668610 
0.295000 : 0.191426881861558 / 0.270158504621758 / -1.804004181771084 / 1.473908264112403 
0.296000 : 0.189621975376953 / 0.271633150085716 / -1.804692223392363 / 1.471725437500906 
0.297000 : 0.187816380506592 / 0.273105611631284 / -1.805315416949101 / 1.469452662931291 
0.298000 : 0.186010162130973 / 0.274575799265517 / -1.805873942700361 / 1.467090184507752 
0.299000 : 0.184203384950247 / 0.276043623239693 / -1.806367992979569 / 1.464638264151222 
0.300000 : 0.182396113472135 / 0.277508994067144 / -1.806797772044287 / 1.462097181397332 
0.301000 : 0.180588411999996 / 0.278971822540876 / -1.807163495918086 / 1.459467233182888 
0.302000 : 0.178780344621061 / 0.280432019750980 / -1.807465392224744 / 1.456748733621213 
0.303000 : 0.176971975194820 / 0.281889497101821 / -1.807703700015021 / 1.453942013766653 
0.304000 : 0.175163367341596 / 0.283344166328978 / -1.807878669586237 / 1.451047421368613 
0.305000 : 0.173354584431287 / 0.284795939515959 / -1.807990562294919 / 1.448065320615456 
0.306000 : 0.171545689572303 / 0.286244729110640 / -1.808039650362777 / 1.444996091868654 
0.307000 : 0.169736745600700 / 0.287690447941447 / -1.808026216676261 / 1.441840131387539 
0.308000 : 0.167927815069503 / 0.289133009233267 / -1.807950554580003 / 1.438597851045061 
0.309000 : 0.166118960238245 / 0.290572326623064 / -1.807812967664395 / 1.435269678034939 
0.310000 : 0.164310243062719 / 0.292008314175209 / -1.807613769547605 / 1.431856054570608 
0.311000 : 0.162501725184942 / 0.293440886396510 / -1.807353283652321 / 1.428357437576363 
0.312000 : 0.160693467923347 / 0.294869958250924 / -1.807031842977502 / 1.424774298371124 
0.313000 : 0.158885532263201 / 0.296295445173966 / -1.806649789865460 / 1.421107122345245 
0.314000 : 0.157077978847257 / 0.297717263086783 / -1.806207475764549 / 1.417356408630775 
0.315000 : 0.155270867966645 / 0.299135328409903 / -1.805705260987772 / 1.413522669765610 
0.316000 : 0.153464259552001 / 0.300549558076649 / -1.805143514467617 / 1.409606431351970 
0.317000 : 0.151658213164843 / 0.301959869546210 / -1.804522613507420 / 1.405608231709619 
0.318000 : 0.149852787989200 / 0.303366180816362 / -1.803842943529553 / 1.401528621524272 
0.319000 : 0.148048042823483 / 0.304768410435844 / -1.803104897820764 / 1.397368163491614 
0.320000 : 0.146244036072621 / 0.306166477516370 / -1.802308877274951 / 1.393127431957369 
0.321000 : 0.144440825740447 / 0.307560301744289 / -1.801455290133682 / 1.388807012553841 
0.322000 : 0.142638469422351 / 0.308949803391875 / -1.800544551724766 / 1.384407501833365 
0.323000 : 0.140837024298185 / 0.310334903328252 / -1.799577084199168 / 1.379929506899076 
0.324000 : 0.139036547125439 / 0.311715523029950 / -1.798553316266561 / 1.375373645033439 
0.325000 : 0.137237094232680 / 0.313091584591092 / -1.797473682929820 / 1.370740543324932 
0.326000 : 0.135438721513255 / 0.314463010733203 / -1.796338625218728 / 1.366030838293311 
0.327000 : 0.133641484419259 / 0.315829724814644 / -1.795148589923193 / 1.361245175513847 
0.328000 : 0.131845437955775 / 0.317191650839676 / -1.793904029326251 / 1.356384209240950 
0.329000 : 0.130050636675375 / 0.318548713467143 / -1.792605400937123 / 1.351448602031553 
0.330000 : 0.128257134672895 / 0.319900838018773 / -1.791253167224603 / 1.346439024368646 
0.331000 : 0.126464985580470 / 0.321247950487116 / -1.789847795351031 / 1.341356154285344 
0.332000 : 0.124674242562839 / 0.322589977543094 / -1.788389756907118 / 1.336200676989841 
0.333000 : 0.122884958312914 / 0.323926846543178 / -1.786879527647858 / 1.330973284491617 
0.334000 : 0.121097185047615 / 0.325258485536196 / -1.785317587229785 / 1.325674675229236 
